"type","Status","Amount_In_Dollars","Original_Date","Traded_Time","Last_Updated","Deposit_Type","Fee_In_Dollars","Market_Title","Market_Ticker","Market_Id","Filled","Remaining","Direction","Order_Type","Price_In_Cents","No_Contracts_Owned","No_Contracts_Average_Price_In_Cents","Yes_Contracts_Owned","Yes_Contracts_Average_Price_In_Cents","Result","Profit_In_Dollars","Credit_Reason","Credit_Type","Introducing_Broker"
"Trade","","1","2026-05-09T09:57:19.612Z","5:57am EDT","","","0.02","","KXLOWTHOU-26MAY09-B70.5","88f58ba5-1af9-4546-ab32-df4c71e0fd46","","","No","Taker","23","","","","","","","","",""
"Trade","","0.25","2026-05-09T09:57:19.612Z","5:57am EDT","","","0.00","","KXLOWTHOU-26MAY09-B70.5","88f58ba5-1af9-4546-ab32-df4c71e0fd46","","","No","Taker","19","","","","","","","","",""
"Order","Filled","","2026-05-09T09:56:19.046Z","","","","","","KXLOWTATL-26MAY09-B57.5","0cc9e4e7-b6cc-4266-89dd-d101a6169baa","1.1","0","","","","","","","","","","","",""
"Trade","","1.1","2026-05-09T09:56:19.046Z","5:56am EDT","","","0.01","","KXLOWTATL-26MAY09-B57.5","0cc9e4e7-b6cc-4266-89dd-d101a6169baa","","","No","Taker","10","","","","","","","","",""
"Order","Filled","","2026-05-09T09:55:22.308Z","","","","","","KXLOWTAUS-26MAY09-B68.5","499af100-8065-46c4-a5bb-442a2021935d","1.13","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:55:12.727Z","","","","","","KXLOWTAUS-26MAY09-B68.5","499af100-8065-46c4-a5bb-442a2021935d","1.13","0","","","","","","","","","","","",""
"Trade","","1.13","2026-05-09T09:55:12.727Z","5:55am EDT","","","0.01","","KXLOWTAUS-26MAY09-B68.5","499af100-8065-46c4-a5bb-442a2021935d","","","No","Taker","13","","","","","","","","",""
"Order","Filled","","2026-05-09T09:54:26.652Z","","","","","","KXLOWTLV-26MAY09-B70.5","8a7e5ff8-7a79-4822-a63b-f21d4c14bec9","1.05","0","","","","","","","","","","","",""
"Trade","","0.05","2026-05-09T09:54:26.652Z","5:54am EDT","","","0.00","","KXLOWTLV-26MAY09-B70.5","8a7e5ff8-7a79-4822-a63b-f21d4c14bec9","","","No","Taker","5","","","","","","","","",""
"Trade","","1","2026-05-09T09:54:26.652Z","5:54am EDT","","","0.01","","KXLOWTLV-26MAY09-B70.5","8a7e5ff8-7a79-4822-a63b-f21d4c14bec9","","","No","Taker","6","","","","","","","","",""
"Order","Filled","","2026-05-09T09:52:28.386Z","","","","","","KXLOWTMIN-26MAY09-B44.5","aef49ef8-6d62-4774-9dad-4ecbc9aa9a80","1.07","0","","","","","","","","","","","",""
"Trade","","1.07","2026-05-09T09:52:28.386Z","5:52am EDT","","","0.00","","KXLOWTMIN-26MAY09-B44.5","aef49ef8-6d62-4774-9dad-4ecbc9aa9a80","","","No","Taker","7","","","","","","","","",""
"Order","Filled","","2026-05-09T09:51:46.588Z","","","","","","KXLOWTDEN-26MAY09-T48","37ac9ac2-800d-4774-a9e7-f9f3e65784fa","1.19","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:51:39.058Z","","","","","","KXLOWTDEN-26MAY09-T48","37ac9ac2-800d-4774-a9e7-f9f3e65784fa","1.19","0","","","","","","","","","","","",""
"Trade","","1.19","2026-05-09T09:51:39.058Z","5:51am EDT","","","0.01","","KXLOWTDEN-26MAY09-T48","37ac9ac2-800d-4774-a9e7-f9f3e65784fa","","","No","Taker","17","","","","","","","","",""
"Order","Filled","","2026-05-09T09:49:51.559Z","","","","","","KXHIGHTSATX-26MAY09-B87.5","8e980c0e-a787-452c-b2dd-f51b86db59f6","1.12","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:49:44.803Z","","","","","","KXHIGHTSATX-26MAY09-B87.5","8e980c0e-a787-452c-b2dd-f51b86db59f6","1.12","0","","","","","","","","","","","",""
"Trade","","1.12","2026-05-09T09:49:44.803Z","5:49am EDT","","","0.01","","KXHIGHTSATX-26MAY09-B87.5","8e980c0e-a787-452c-b2dd-f51b86db59f6","","","No","Taker","12","","","","","","","","",""
"Order","Filled","","2026-05-09T09:49:15.861Z","","","","","","KXHIGHTNOLA-26MAY09-B78.5","3676f339-3d69-467c-b85b-d00e472e7d17","1.32","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:49:08.241Z","","","","","","KXHIGHTNOLA-26MAY09-B78.5","3676f339-3d69-467c-b85b-d00e472e7d17","1.32","0","","","","","","","","","","","",""
"Trade","","1.32","2026-05-09T09:49:08.241Z","5:49am EDT","","","0.02","","KXHIGHTNOLA-26MAY09-B78.5","3676f339-3d69-467c-b85b-d00e472e7d17","","","No","Taker","26","","","","","","","","",""
"Order","Filled","","2026-05-09T09:48:37.694Z","","","","","","KXLOWTPHX-26MAY09-B72.5","90305c21-85d7-4126-b696-587c5e68d252","1.24","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:48:30.247Z","","","","","","KXLOWTPHX-26MAY09-B72.5","90305c21-85d7-4126-b696-587c5e68d252","1.24","0","","","","","","","","","","","",""
"Trade","","1.24","2026-05-09T09:48:30.247Z","5:48am EDT","","","0.02","","KXLOWTPHX-26MAY09-B72.5","90305c21-85d7-4126-b696-587c5e68d252","","","No","Taker","21","","","","","","","","",""
"Order","Filled","","2026-05-09T09:47:26.931Z","","","","","","KXLOWTLAX-26MAY09-T59","6a21a0a9-3cfa-4f81-972d-081944795c02","1.17","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:47:18.664Z","","","","","","KXLOWTLAX-26MAY09-T59","6a21a0a9-3cfa-4f81-972d-081944795c02","1.17","0","","","","","","","","","","","",""
"Trade","","1.17","2026-05-09T09:47:18.664Z","5:47am EDT","","","0.01","","KXLOWTLAX-26MAY09-T59","6a21a0a9-3cfa-4f81-972d-081944795c02","","","No","Taker","16","","","","","","","","",""
"Order","Filled","","2026-05-09T09:46:27.833Z","","","","","","KXLOWTNYC-26MAY09-B52.5","226e313c-674f-413f-a9c7-c99f6ada51dd","1.41","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:46:18.109Z","","","","","","KXLOWTNYC-26MAY09-B52.5","226e313c-674f-413f-a9c7-c99f6ada51dd","1.41","0","","","","","","","","","","","",""
"Trade","","1.41","2026-05-09T09:46:18.109Z","5:46am EDT","","","0.02","","KXLOWTNYC-26MAY09-B52.5","226e313c-674f-413f-a9c7-c99f6ada51dd","","","No","Taker","31","","","","","","","","",""
"Order","Filled","","2026-05-09T09:45:48.664Z","","","","","","KXHIGHDEN-26MAY09-B73.5","006e30de-539b-48ea-8119-9aba2f255fe4","1.16","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:45:27.346Z","","","","","","KXHIGHDEN-26MAY09-B73.5","006e30de-539b-48ea-8119-9aba2f255fe4","1.16","0","","","","","","","","","","","",""
"Trade","","1.16","2026-05-09T09:45:27.346Z","5:45am EDT","","","0.01","","KXHIGHDEN-26MAY09-B73.5","006e30de-539b-48ea-8119-9aba2f255fe4","","","No","Taker","15","","","","","","","","",""
"Order","Filled","","2026-05-09T09:44:41.352Z","","","","","","KXHIGHTMIN-26MAY09-B60.5","101ce15b-a0e8-4aba-8787-5afa3d3866c9","1.17","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:44:32.651Z","","","","","","KXHIGHTMIN-26MAY09-B60.5","101ce15b-a0e8-4aba-8787-5afa3d3866c9","1.17","0","","","","","","","","","","","",""
"Trade","","1.17","2026-05-09T09:44:32.651Z","5:44am EDT","","","0.01","","KXHIGHTMIN-26MAY09-B60.5","101ce15b-a0e8-4aba-8787-5afa3d3866c9","","","No","Taker","16","","","","","","","","",""
"Order","Canceled","","2026-05-09T09:44:04.533Z","","","","","","KXLOWTMIA-26MAY09-B75.5","7cbb9a79-ce32-4de1-97f7-7cbe1fafd4a7","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:43:57.534Z","","","","","","KXLOWTMIA-26MAY09-B75.5","7cbb9a79-ce32-4de1-97f7-7cbe1fafd4a7","1.13","0","","","","","","","","","","","",""
"Trade","","1","2026-05-09T09:43:57.534Z","5:43am EDT","","","0.01","","KXLOWTMIA-26MAY09-B75.5","7cbb9a79-ce32-4de1-97f7-7cbe1fafd4a7","","","No","Taker","12","","","","","","","","",""
"Trade","","0.13","2026-05-09T09:43:57.534Z","5:43am EDT","","","0.00","","KXLOWTMIA-26MAY09-B75.5","7cbb9a79-ce32-4de1-97f7-7cbe1fafd4a7","","","No","Taker","9","","","","","","","","",""
"Order","Canceled","","2026-05-09T09:43:57.533Z","","","","","","KXLOWTMIA-26MAY09-B75.5","7cbb9a79-ce32-4de1-97f7-7cbe1fafd4a7","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-09T09:43:27.015Z","","","","","","KXHIGHTHOU-26MAY09-B83.5","44084f52-fb39-4e62-bbbe-7b61470a729d","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:43:20.923Z","","","","","","KXHIGHTHOU-26MAY09-B83.5","44084f52-fb39-4e62-bbbe-7b61470a729d","1.17","0","","","","","","","","","","","",""
"Trade","","1.17","2026-05-09T09:43:20.923Z","5:43am EDT","","","0.01","","KXHIGHTHOU-26MAY09-B83.5","44084f52-fb39-4e62-bbbe-7b61470a729d","","","No","Taker","16","","","","","","","","",""
"Order","Filled","","2026-05-09T09:42:13.985Z","","","","","","KXLOWTCHI-26MAY09-B48.5","df1badd8-0a15-42c2-9606-3aa656f68e9f","1.1","0","","","","","","","","","","","",""
"Trade","","0.1","2026-05-09T09:42:13.985Z","5:42am EDT","","","0.00","","KXLOWTCHI-26MAY09-B48.5","df1badd8-0a15-42c2-9606-3aa656f68e9f","","","No","Taker","10","","","","","","","","",""
"Trade","","1","2026-05-09T09:42:13.985Z","5:42am EDT","","","0.01","","KXLOWTCHI-26MAY09-B48.5","df1badd8-0a15-42c2-9606-3aa656f68e9f","","","No","Taker","10","","","","","","","","",""
"Order","Filled","","2026-05-09T09:41:01.189Z","","","","","","KXHIGHTSFO-26MAY09-B67.5","a086a3db-f56b-45c4-adf1-36127d7d3d6d","1.13","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:40:53.403Z","","","","","","KXHIGHTSFO-26MAY09-B67.5","a086a3db-f56b-45c4-adf1-36127d7d3d6d","1.13","0","","","","","","","","","","","",""
"Trade","","1","2026-05-09T09:40:53.403Z","5:40am EDT","","","0.01","","KXHIGHTSFO-26MAY09-B67.5","a086a3db-f56b-45c4-adf1-36127d7d3d6d","","","No","Taker","13","","","","","","","","",""
"Trade","","0.13","2026-05-09T09:40:53.403Z","5:40am EDT","","","0.00","","KXHIGHTSFO-26MAY09-B67.5","a086a3db-f56b-45c4-adf1-36127d7d3d6d","","","No","Taker","13","","","","","","","","",""
"Order","Filled","","2026-05-09T09:40:21.781Z","","","","","","KXHIGHTLV-26MAY09-B98.5","a6d1e1d7-8618-4734-91f7-a1071f241955","1.47","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:40:09.973Z","","","","","","KXHIGHTLV-26MAY09-B98.5","a6d1e1d7-8618-4734-91f7-a1071f241955","1.47","0","","","","","","","","","","","",""
"Trade","","1.47","2026-05-09T09:40:09.973Z","5:40am EDT","","","0.02","","KXHIGHTLV-26MAY09-B98.5","a6d1e1d7-8618-4734-91f7-a1071f241955","","","No","Taker","34","","","","","","","","",""
"Order","Filled","","2026-05-09T09:39:15.363Z","","","","","","KXHIGHTDC-26MAY09-B70.5","19f5e471-cb24-4ef2-9ac1-772e36613486","1.15","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:39:07.303Z","","","","","","KXHIGHTDC-26MAY09-B70.5","19f5e471-cb24-4ef2-9ac1-772e36613486","1.15","0","","","","","","","","","","","",""
"Trade","","1.15","2026-05-09T09:39:07.303Z","5:39am EDT","","","0.01","","KXHIGHTDC-26MAY09-B70.5","19f5e471-cb24-4ef2-9ac1-772e36613486","","","No","Taker","14","","","","","","","","",""
"Order","Filled","","2026-05-09T09:38:39.615Z","","","","","","KXHIGHPHIL-26MAY09-B66.5","9f80f406-5a55-403c-a880-c43af4807124","1.15","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:38:30.580Z","","","","","","KXHIGHPHIL-26MAY09-B66.5","9f80f406-5a55-403c-a880-c43af4807124","1.15","0","","","","","","","","","","","",""
"Trade","","1.15","2026-05-09T09:38:30.580Z","5:38am EDT","","","0.01","","KXHIGHPHIL-26MAY09-B66.5","9f80f406-5a55-403c-a880-c43af4807124","","","No","Taker","14","","","","","","","","",""
"Order","Filled","","2026-05-09T09:37:34.424Z","","","","","","KXHIGHTSEA-26MAY09-B72.5","e6a348e3-6002-42d7-8636-83ea08461917","1.12","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:37:22.206Z","","","","","","KXHIGHTSEA-26MAY09-B72.5","e6a348e3-6002-42d7-8636-83ea08461917","1.12","0","","","","","","","","","","","",""
"Trade","","1.12","2026-05-09T09:37:22.206Z","5:37am EDT","","","0.01","","KXHIGHTSEA-26MAY09-B72.5","e6a348e3-6002-42d7-8636-83ea08461917","","","No","Taker","12","","","","","","","","",""
"Order","Filled","","2026-05-09T09:36:36.790Z","","","","","","KXHIGHTATL-26MAY09-B78.5","b1f05ad9-bb1f-4436-b4ff-e5d3ff1fde92","1.13","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:36:28.858Z","","","","","","KXHIGHTATL-26MAY09-B78.5","b1f05ad9-bb1f-4436-b4ff-e5d3ff1fde92","1.13","0","","","","","","","","","","","",""
"Trade","","1.13","2026-05-09T09:36:28.858Z","5:36am EDT","","","0.01","","KXHIGHTATL-26MAY09-B78.5","b1f05ad9-bb1f-4436-b4ff-e5d3ff1fde92","","","No","Taker","13","","","","","","","","",""
"Order","Filled","","2026-05-09T09:35:01.306Z","","","","","","KXHIGHTBOS-26MAY09-B57.5","28deac81-b2ac-4c4a-81b8-166e65d9cbbf","1.23","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:34:42.129Z","","","","","","KXHIGHTBOS-26MAY09-B57.5","28deac81-b2ac-4c4a-81b8-166e65d9cbbf","1.23","0","","","","","","","","","","","",""
"Trade","","1.23","2026-05-09T09:34:42.129Z","5:34am EDT","","","0.01","","KXHIGHTBOS-26MAY09-B57.5","28deac81-b2ac-4c4a-81b8-166e65d9cbbf","","","No","Taker","20","","","","","","","","",""
"Order","Filled","","2026-05-09T09:33:55.003Z","","","","","","KXHIGHCHI-26MAY09-B76.5","94c9b0ff-9de2-4d5f-b9e8-4ee2999bbc3a","1.07","0","","","","","","","","","","","",""
"Trade","","1.07","2026-05-09T09:33:55.003Z","5:33am EDT","","","0.00","","KXHIGHCHI-26MAY09-B76.5","94c9b0ff-9de2-4d5f-b9e8-4ee2999bbc3a","","","No","Taker","7","","","","","","","","",""
"Order","Filled","","2026-05-09T09:32:45.647Z","","","","","","KXHIGHMIA-26MAY09-B93.5","b0af456f-a4e0-4e51-b202-47809bed9084","1.12","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-09T09:32:28.802Z","","","","","","KXHIGHMIA-26MAY09-B93.5","b0af456f-a4e0-4e51-b202-47809bed9084","1.12","0","","","","","","","","","","","",""
"Trade","","1.12","2026-05-09T09:32:28.802Z","5:32am EDT","","","0.01","","KXHIGHMIA-26MAY09-B93.5","b0af456f-a4e0-4e51-b202-47809bed9084","","","No","Taker","12","","","","","","","","",""
"Order","Filled","","2026-05-09T09:31:41.206Z","","","","","","KXHIGHLAX-26MAY09-T69","262d6204-ab9c-4bb0-a915-91a833dcc9da","1.08","0","","","","","","","","","","","",""
"Trade","","1.08","2026-05-09T09:31:41.206Z","5:31am EDT","","","0.00","","KXHIGHLAX-26MAY09-T69","262d6204-ab9c-4bb0-a915-91a833dcc9da","","","No","Taker","8","","","","","","","","",""
"Order","Filled","","2026-05-09T09:31:01.137Z","","","","","","KXHIGHNY-26MAY09-B67.5","3435b1b2-958b-4f81-b7ff-6b9c9441f206","1.09","0","","","","","","","","","","","",""
"Trade","","1","2026-05-09T09:31:01.137Z","5:31am EDT","","","0.01","","KXHIGHNY-26MAY09-B67.5","3435b1b2-958b-4f81-b7ff-6b9c9441f206","","","No","Taker","9","","","","","","","","",""
"Trade","","0.09","2026-05-09T09:31:01.137Z","5:31am EDT","","","0.00","","KXHIGHNY-26MAY09-B67.5","3435b1b2-958b-4f81-b7ff-6b9c9441f206","","","No","Taker","9","","","","","","","","",""
"Order","Canceled","","2026-05-09T09:31:01.136Z","","","","","","KXHIGHNY-26MAY09-B67.5","3435b1b2-958b-4f81-b7ff-6b9c9441f206","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T18:03:59.633Z","","","","","","KXHIGHTLV-26MAY08-B97.5","cfc8876c-0f92-4283-a6e8-2325200eafe5","1.2","0","","","","","","","","","","","",""
"Trade","","1.2","2026-05-08T18:03:59.633Z","2:03pm EDT","","","0.01","","KXHIGHTLV-26MAY08-B97.5","cfc8876c-0f92-4283-a6e8-2325200eafe5","","","Yes","Taker","21","","","","","","","","",""
"Order","Filled","","2026-05-08T18:03:47.006Z","","","","","","KXHIGHPHIL-26MAY08-B71.5","37e011a7-cd3e-472b-b3ca-6931c09cc327","1.09","0","","","","","","","","","","","",""
"Trade","","1.09","2026-05-08T18:03:47.006Z","2:03pm EDT","","","0.01","","KXHIGHPHIL-26MAY08-B71.5","37e011a7-cd3e-472b-b3ca-6931c09cc327","","","Yes","Taker","11","","","","","","","","",""
"Order","Filled","","2026-05-08T18:03:36.325Z","","","","","","KXHIGHMIA-26MAY08-T93","5ff5c1b7-9ef9-44a4-9b76-5f988e003b4c","1.15","0","","","","","","","","","","","",""
"Trade","","1.15","2026-05-08T18:03:36.325Z","2:03pm EDT","","","0.01","","KXHIGHMIA-26MAY08-T93","5ff5c1b7-9ef9-44a4-9b76-5f988e003b4c","","","Yes","Taker","10","","","","","","","","",""
"Order","Filled","","2026-05-08T18:03:23.011Z","","","","","","KXHIGHTBOS-26MAY08-B64.5","9e3f30db-987a-42b9-87c7-27dc52a50218","0.11","0","","","","","","","","","","","",""
"Trade","","0.11","2026-05-08T18:03:23.011Z","2:03pm EDT","","","0.00","","KXHIGHTBOS-26MAY08-B64.5","9e3f30db-987a-42b9-87c7-27dc52a50218","","","Yes","Taker","5","","","","","","","","",""
"Order","Filled","","2026-05-08T18:03:14.207Z","","","","","","KXLOWTSFO-26MAY08-B50.5","0816e78c-7336-49df-98e8-9f7f5f7e5838","0.1","0","","","","","","","","","","","",""
"Trade","","0.1","2026-05-08T18:03:14.207Z","2:03pm EDT","","","0.00","","KXLOWTSFO-26MAY08-B50.5","0816e78c-7336-49df-98e8-9f7f5f7e5838","","","Yes","Taker","12","","","","","","","","",""
"Order","Filled","","2026-05-08T18:03:03.440Z","","","","","","KXLOWTSATX-26MAY08-T60","2747edf1-9ba7-4b35-9c33-e469830d019d","1.06","0","","","","","","","","","","","",""
"Trade","","1.06","2026-05-08T18:03:03.440Z","2:03pm EDT","","","0.00","","KXLOWTSATX-26MAY08-T60","2747edf1-9ba7-4b35-9c33-e469830d019d","","","Yes","Taker","1","","","","","","","","",""
"Order","Filled","","2026-05-08T18:02:54.607Z","","","","","","KXLOWTLV-26MAY08-B67.5","62be58cd-889e-4293-9d0c-262fb6b2b792","1.1","0","","","","","","","","","","","",""
"Trade","","1.1","2026-05-08T18:02:54.607Z","2:02pm EDT","","","0.00","","KXLOWTLV-26MAY08-B67.5","62be58cd-889e-4293-9d0c-262fb6b2b792","","","Yes","Taker","1","","","","","","","","",""
"Order","Filled","","2026-05-08T18:02:45.529Z","","","","","","KXHIGHTSEA-26MAY08-B65.5","807455bb-0539-4662-88de-51201494a4df","1","0","","","","","","","","","","","",""
"Trade","","1","2026-05-08T18:02:45.529Z","2:02pm EDT","","","0.01","","KXHIGHTSEA-26MAY08-B65.5","807455bb-0539-4662-88de-51201494a4df","","","Yes","Taker","9","","","","","","","","",""
"Order","Filled","","2026-05-08T18:02:14.911Z","","","","","","KXLOWTNYC-26MAY08-B44.5","1eacc186-1ea3-42e4-816a-d9233ebbcb95","1.11","0","","","","","","","","","","","",""
"Trade","","1.11","2026-05-08T18:02:14.911Z","2:02pm EDT","","","0.00","","KXLOWTNYC-26MAY08-B44.5","1eacc186-1ea3-42e4-816a-d9233ebbcb95","","","Yes","Taker","1","","","","","","","","",""
"Trade","","1.17","2026-05-08T17:49:02.699Z","1:49pm EDT","","","0.00","","KXHIGHTSFO-26MAY08-B66.5","eda317e9-b02f-4dc5-b60e-35dadc219132","","","Yes","Maker","8","","","","","","","","",""
"Trade","","1.59","2026-05-08T16:40:46.279Z","12:40pm EDT","","","0.00","","KXHIGHTNOLA-26MAY08-B76.5","4600f0cd-267c-4fad-855c-c2c102a30039","","","Yes","Maker","31","","","","","","","","",""
"Trade","","2.13","2026-05-08T16:01:13.278Z","12:01pm EDT","","","0.00","","KXHIGHNY-26MAY08-B64.5","bc09b885-5e2f-4f91-8827-3265e6ad32d1","","","Yes","Maker","43","","","","","","","","",""
"Trade","","1","2026-05-08T15:51:14.522Z","11:51am EDT","","","0.00","","KXHIGHTBOS-26MAY08-B64.5","9e3f30db-987a-42b9-87c7-27dc52a50218","","","Yes","Maker","5","","","","","","","","",""
"Trade","","1","2026-05-08T15:28:56.903Z","11:28am EDT","","","0.00","","KXLOWTSFO-26MAY08-B50.5","0816e78c-7336-49df-98e8-9f7f5f7e5838","","","Yes","Maker","5","","","","","","","","",""
"Settlement","","","2026-05-08T15:17:54.937Z","","","","","","KXLOWTDC-26MAY07-B53.5","","","","","","","1","0.97","0","0.00","no","1.19","","",""
"Settlement","","","2026-05-08T15:13:44.939Z","","","","","","KXLOWTPHX-26MAY07-B65.5","","","","","","","1","0.97","1","0.01","no","0.00","","",""
"Settlement","","","2026-05-08T15:13:44.938Z","","","","","","KXLOWTATL-26MAY07-B63.5","","","","","","","1","0.98","1","0.05","no","0.00","","",""
"Trade","","1","2026-05-08T14:50:25.644Z","10:50am EDT","","","0.00","","KXLOWTSEA-26MAY08-B46.5","eae616c2-1b54-442d-aadd-fbc02f0bfd6c","","","Yes","Maker","4","","","","","","","","",""
"Trade","","1.2","2026-05-08T14:50:08.296Z","10:50am EDT","","","0.00","","KXHIGHTDC-26MAY08-B69.5","1c516b90-bcd4-44f4-8050-ddf9530b94da","","","Yes","Maker","10","","","","","","","","",""
"Trade","","1.39","2026-05-08T14:18:13.525Z","10:18am EDT","","","0.00","","KXLOWTLAX-26MAY08-B58.5","dbbbe600-ea77-4d08-91e5-071e6aa1d890","","","Yes","Maker","22","","","","","","","","",""
"Trade","","1.73","2026-05-08T13:52:52.480Z","9:52am EDT","","","0.00","","KXHIGHLAX-26MAY08-B68.5","a21639a7-d528-4cac-a7da-e69096072c72","","","Yes","Maker","34","","","","","","","","",""
"Trade","","0.44","2026-05-08T13:35:38.996Z","9:35am EDT","","","0.00","","KXHIGHTSATX-26MAY08-B79.5","efabad47-7e95-4cc5-ad72-38f4f148bb1f","","","Yes","Maker","24","","","","","","","","",""
"Trade","","1","2026-05-08T13:30:36.655Z","9:30am EDT","","","0.00","","KXHIGHTSATX-26MAY08-B79.5","efabad47-7e95-4cc5-ad72-38f4f148bb1f","","","Yes","Maker","24","","","","","","","","",""
"Trade","","1.34","2026-05-08T13:11:10.632Z","9:11am EDT","","","0.00","","KXHIGHTOKC-26MAY08-B85.5","6094aac3-fd72-4f3a-a927-f424b2cda4a6","","","Yes","Maker","20","","","","","","","","",""
"Trade","","1.32","2026-05-08T12:07:48.123Z","8:07am EDT","","","0.00","","KXHIGHTHOU-26MAY08-B80.5","4f51a44a-7bb6-44db-bf4d-16f4813fdf06","","","Yes","Maker","18","","","","","","","","",""
"Trade","","1.18","2026-05-08T11:36:07.795Z","7:36am EDT","","","0.00","","KXLOWTHOU-26MAY08-B64.5","b9630ebb-c76a-4972-91c6-7cbfc919f5bf","","","Yes","Maker","9","","","","","","","","",""
"Settlement","","","2026-05-08T11:34:55.003Z","","","","","","KXLOWTSFO-26MAY07-B50.5","","","","","","","1","0.98","0","0.00","no","1.09","","",""
"Settlement","","","2026-05-08T11:34:54.994Z","","","","","","KXLOWTLV-26MAY07-B63.5","","","","","","","1","0.97","1","0.01","no","0.00","","",""
"Settlement","","","2026-05-08T11:34:54.991Z","","","","","","KXLOWTMIA-26MAY07-B72.5","","","","","","","1","0.98","1","0.01","no","0.00","","",""
"Settlement","","","2026-05-08T11:34:44.942Z","","","","","","KXLOWTPHIL-26MAY07-B49.5","","","","","","","1","0.99","1","0.01","no","0.00","","",""
"Settlement","","","2026-05-08T11:34:44.940Z","","","","","","KXLOWTNYC-26MAY07-B47.5","","","","","","","1","0.98","1","0.01","no","0.00","","",""
"Settlement","","","2026-05-08T11:34:44.938Z","","","","","","KXLOWTLAX-26MAY07-B54.5","","","","","","","1","0.99","1","0.03","no","0.00","","",""
"Trade","","1.18","2026-05-08T11:33:30.239Z","7:33am EDT","","","0.00","","KXLOWTPHX-26MAY08-B66.5","3cec6279-3528-4147-991e-f217a1b12700","","","Yes","Maker","9","","","","","","","","",""
"Order","Filled","","2026-05-08T10:57:15.338Z","","","","","","KXLOWTHOU-26MAY08-B64.5","b9630ebb-c76a-4972-91c6-7cbfc919f5bf","1.18","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T10:57:07.021Z","","","","","","KXLOWTHOU-26MAY08-B64.5","b9630ebb-c76a-4972-91c6-7cbfc919f5bf","1.18","0","","","","","","","","","","","",""
"Trade","","1","2026-05-08T10:57:07.021Z","6:57am EDT","","","0.02","","KXLOWTHOU-26MAY08-B64.5","b9630ebb-c76a-4972-91c6-7cbfc919f5bf","","","No","Taker","19","","","","","","","","",""
"Trade","","0.18","2026-05-08T10:57:07.021Z","6:57am EDT","","","0.00","","KXLOWTHOU-26MAY08-B64.5","b9630ebb-c76a-4972-91c6-7cbfc919f5bf","","","No","Taker","10","","","","","","","","",""
"Order","Filled","","2026-05-08T10:55:54.586Z","","","","","","KXLOWTSATX-26MAY08-T60","2747edf1-9ba7-4b35-9c33-e469830d019d","1.06","0","","","","","","","","","","","",""
"Trade","","0.06","2026-05-08T10:55:54.586Z","6:55am EDT","","","0.00","","KXLOWTSATX-26MAY08-T60","2747edf1-9ba7-4b35-9c33-e469830d019d","","","No","Taker","4","","","","","","","","",""
"Trade","","1","2026-05-08T10:55:54.586Z","6:55am EDT","","","0.01","","KXLOWTSATX-26MAY08-T60","2747edf1-9ba7-4b35-9c33-e469830d019d","","","No","Taker","7","","","","","","","","",""
"Order","Canceled","","2026-05-08T10:55:39.378Z","","","","","","KXLOWTSATX-26MAY08-T60","2747edf1-9ba7-4b35-9c33-e469830d019d","0","0","","","","","","","","","","","",""
"Trade","","1.23","2026-05-08T10:55:11.985Z","6:55am EDT","","","0.00","","KXLOWTDEN-26MAY08-B43.5","7f3309b5-bfbb-4edb-9ec3-26d5da4d26fd","","","Yes","Maker","12","","","","","","","","",""
"Order","Filled","","2026-05-08T10:54:28.741Z","","","","","","KXLOWTSEA-26MAY08-B46.5","eae616c2-1b54-442d-aadd-fbc02f0bfd6c","1","0","","","","","","","","","","","",""
"Trade","","1.15","2026-05-08T10:54:22.236Z","6:54am EDT","","","0.00","","KXLOWTDC-26MAY08-B45.5","8976e4ef-b9f0-4c61-b18f-f97b5a1a5d7c","","","Yes","Maker","7","","","","","","","","",""
"Order","Filled","","2026-05-08T10:53:38.431Z","","","","","","KXLOWTSEA-26MAY08-B46.5","eae616c2-1b54-442d-aadd-fbc02f0bfd6c","1","0","","","","","","","","","","","",""
